Id,StateAbbr,AttorneyUno,City,County,StateName,PostalCode,CreatedUtc
1697,NH,4542DDDB-D5BB-4564-AB43-3A1E3DA71C63,Epsom,Merrimack,"New Hampshire",03234,"2019-04-04 19:02:59"
1698,VA,D19CDD00-076F-4CAB-B970-0F4B432F4EAB,Richmond,"Fairfax city",Virginia,23221,"2016-09-20 02:24:20"
1699,FL,45B5A911-C7F3-4E79-AD12-F8882FA0BFF9,"Miami Lakes",Miami-Dade,Florida,33016,"2017-03-10 14:30:27"
1700,IN,06D1310A-E503-4411-93EB-DE7015AD2435,Columbus,Bartholomew,Indiana,47201,"2013-02-14 02:19:38"
1701,MD,99B8FC33-25F2-4E84-926D-C74733E0D9C1,Baltimore,"Baltimore city",Maryland,21230,"2016-11-16 20:51:23"
1702,TX,62990001-4D17-41E5-944D-322016000779,Austin,Travis,Texas,78703,"2017-06-12 15:30:33"
1703,UT,E8FDA107-D991-4B68-981C-580BF8B46C4A,"Salt Lake City","Salt Lake",Utah,84101,"2017-05-18 17:04:03"
1704,VT,3263E098-2A65-44DE-BA49-8C4C44F5F835,Rutland,Rutland,Vermont,05701,"2017-01-19 22:55:04"
1705,CA,4FCE63AD-072C-49D3-A638-C14385029698,"Los Angeles","Los Angeles",California,90067,"2020-09-09 18:23:01"
1706,FL,1896F4B2-7F84-44CD-B0CE-345565F10B68,"Boca Raton ","Palm Beach",Florida,33486,"2017-03-10 15:05:22"
1707,IN,615542C8-921D-4759-A2F6-265DFDE0D60C,Merrillville,Lake,Indiana,46410,"2013-02-07 00:04:04"
1708,CA,34FA467F-6557-4B9F-9AD9-BA6E482D9A4A,Washington,"Santa Clara",California,20006,"2020-09-09 18:56:08"
1709,FL,733A956C-76AA-4635-A2DC-26FC76F39115,Pensacola,Escambia,Florida,32504,"2017-03-10 16:51:50"
1710,IN,03C3BF84-1C55-448F-A975-3C177BF852AA,"Cedar Lake",Lake,Indiana,46303,"2013-02-06 23:58:42"
1711,ME,392A63B2-3E31-4D66-AFED-AA80463BC775,Lewiston,Androscoggin,Maine,04243,"2017-08-14 17:49:29"
1712,NH,EFE8E8A8-8C26-43CE-9ADA-D01900B8742D,Nashua,Hillsborough,"New Hampshire",03060,"2019-04-06 11:13:00"
1713,FL,48506BF1-0FB6-4A8E-A2D1-DE3CF17406DD,Miami,Miami-Dade,Florida,33131,"2017-03-10 17:39:50"
1714,IN,FAD4E2C2-02C4-449D-9CDD-ACAB96387AE0,Bloomington,Monroe,Indiana,47408,"2013-02-05 01:15:55"
1715,NH,3ED94580-DC31-4F44-95E9-51858A5BEE90,Dover,Strafford,"New Hampshire",03820,"2019-04-07 16:16:25"
1716,TX,EBB7B7CE-7372-4DDF-8135-EB7AD00517F5,Dallas,Dallas,Texas,75252,"2017-06-12 18:53:51"
1717,WV,FF7ED882-F7BC-4BB2-B37B-D6BB8183E492,"Harpers Ferry",Jefferson,"West Virginia",25425,"2017-05-08 18:59:19"
1718,FL,D71C0139-D760-432D-891E-4EB386030D40,Naples,Collier,Florida,34109,"2017-03-10 18:45:45"
1719,IN,04129E5C-0C46-4A6C-A6AD-5753AC5A695B,BLOOMINGTON,Monroe,Indiana,47408,"2013-02-03 04:11:47"
1720,LA,A6890CE9-DD14-48B0-9CCD-86D845B7937D,"New Orleans","Orleans Parish",Louisiana,70125,"2016-11-01 20:56:00"
1721,WV,199A98F4-3EEE-4B0D-8444-B269C56E4D63,Bridgeport,Harrison,"West Virginia",26330,"2017-01-23 23:38:24"
1722,FL,86F15E19-BF10-453F-9A93-4692D9B4C28F,Tampa,Hillsborough,Florida,33612,"2017-03-10 21:08:57"
1723,IN,54064C6E-4AC4-4343-B22F-D50807F5C144,"So. Bend","St. Joseph",Indiana,46530,"2013-01-27 21:34:56"
1724,WV,DE95A629-614C-4494-B476-2A79062FFFA7,CHARLESTON,Kanawha,"West Virginia",25322,"2017-01-03 20:19:46"
1725,FL,7CC3DED2-C364-4C8A-B512-3A6D67D72A0E,"Coral Gables  ",Miami-Dade,Florida,33134,"2017-03-11 00:56:30"
1726,IN,9F01905A-A57F-449F-B8E5-3F5E58E6E762,Evansville,Vanderburgh,Indiana,47708,"2013-01-24 00:03:24"
1727,ME,D5DEA51B-49C8-49B6-9CE2-618E4F9227CF,Rockland,Knox,Maine,04841,"2017-08-15 01:08:47"
1728,WV,E160ED4F-A2E3-4D54-8AB6-824071F2860D,Charleston,Kanawha,"West Virginia",25339,"2016-12-17 05:29:30"
1729,FL,A02D278C-B943-4F17-84AE-9436B55AA8A2,Tampa,Hillsborough,Florida,33629,"2017-03-11 15:49:58"
1730,IN,514D0436-CF42-4F7E-B735-D88A9A666FCF,Lawrenceburg,Dearborn,Indiana,47025,"2013-01-23 00:33:23"
1731,KS,23F580C3-90F6-490F-82A9-6C57E80BF41E,"Kansas City",Jackson,Kansas,64106,"2016-12-16 16:57:44"
1732,WV,B29E3FAB-2609-40F5-9DBF-E617ED47777A,Washington,Monongalia,"West Virginia",20003,"2016-12-13 21:42:38"
1733,AL,B984BD97-ED0B-4060-8F2E-E5603DA67348,Birmingham,Jefferson,Alabama,35209,"2020-03-30 16:29:36"
1734,FL,58F010DD-BE85-4F11-AFB4-A687AAA505B4,Delaplane,"Palm Beach",Florida,20144,"2017-03-11 20:41:39"
1735,IA,43B7260E-39E4-4BEA-985B-2C1716484137,Pleasantville,Marion,Iowa,50225,"2017-06-19 21:40:08"
1736,IN,911C3729-1CEF-4F4F-800A-472EA56A4168,"Fort Wayne",Allen,Indiana,46802,"2013-01-23 00:13:02"
1737,UT,58F31B5C-311E-4CCF-A1D3-897B6421AA3E,Sandy,"Salt Lake",Utah,84094,"2017-05-23 19:37:17"
1738,WV,4BA90453-CADA-4BAF-A12B-2006F5245F35,Charleston,Kanawha,"West Virginia",25302,"2016-12-13 20:20:29"
1739,FL,A43AF77A-7593-4912-B478-EEE67D5E594A,"West Palm Beach","Palm Beach",Florida,33401,"2017-03-12 13:43:33"
1740,IN,6EFCF7FB-A9FC-4F6C-BBB7-3450396925D0,Huntington,Huntington,Indiana,46750,"2013-01-16 20:08:03"
1741,WV,E9469ED8-16AC-4871-8FFA-F0BD8910269E,Charleston,Kanawha,"West Virginia",25323,"2016-12-13 19:30:22"
1742,AL,C45AEDB8-31B4-4373-B265-8C3FE5828870,Pelham,Shelby,Alabama,35124,"2020-03-30 20:48:52"
1743,FL,56B4BC3A-C82D-4EE8-87C2-6D9B9F181998,"Flagler Beach ",Flagler,Florida,32136,"2017-03-12 17:53:54"
1744,IN,5E880E71-2D6F-4C8A-91B4-83D353604A8E,"Fort Wayne",Allen,Indiana,46802,"2013-01-16 02:18:11"
1745,MD,9124C1F1-8C09-4E5F-A6C5-A8E19F20BA28,Baltimore,"Baltimore city",Maryland,21202,"2016-11-17 21:31:50"
1746,WV,C4B9B7F4-E830-4F0A-A769-901C8376180D,Weirton,Hancock,"West Virginia",26062,"2016-12-13 18:59:02"
1747,AL,072C5A69-304A-46CA-B353-1AF4C2B161D2,Hoover,Jefferson,Alabama,35226,"2020-03-30 21:19:55"
1748,FL,8C885922-0AF9-403F-A76A-606E46F56296,"Pinellas Park",Pasco,Florida,33781,"2017-03-13 15:01:42"
1749,IA,723B4BF0-AFC5-405F-A0E8-310DA5CD2C4C,"West Des Moines",Polk,Iowa,50266,"2017-06-22 16:05:30"
1750,IN,AB0B87A6-4D4E-47B5-9820-D257133F7C19,"Terre Haute",Vigo,Indiana,47802,"2013-01-11 02:35:04"
1751,NE,9F763AA0-C760-406B-85E1-9020A79C978B,Champaign,Douglas,Nebraska,61822,"2016-11-01 22:06:24"
1752,PA,F34C24D8-F39D-4899-AE2C-6F5FEEACC396,Philadelphia,Philadelphia,Pennsylvania,19103,"2021-06-26 18:35:07"
1753,TX,6C1E370E-CCA8-40ED-8258-62B9247B2433,Plano,Collin,Texas,75074,"2017-06-12 21:24:44"
1754,VA,7D124F16-4DF5-4612-9A1D-A03CB8728137,"Virginia Beach","Virginia Beach city",Virginia,23462,"2016-09-20 21:11:03"
1755,AL,492E30BD-C068-4A1A-AE2D-716A6B5532A5,Elba,Coffee,Alabama,36323,"2020-03-30 21:20:07"
1756,FL,B4FA97D2-FCCF-4127-A018-4B4501CCBE11,Miami,Miami-Dade,Florida,33180,"2017-03-13 16:37:58"
1757,IN,D4A451CF-C095-4C20-8D6C-18DA3DB73C77,"Terre Haute",Vigo,Indiana,47807,"2013-01-07 23:27:51"
1758,LA,E68E4ADF-E3C8-4ED8-BE45-C20E5CB4BD94,"New Orleans","Orleans Parish",Louisiana,70125,"2016-11-03 21:37:12"
1759,TX,9C4D3C1A-0E7F-4EB2-8023-680F87F05DBC,Marshall,Harrison,Texas,75670,"2017-06-12 21:31:03"
1760,WV,8967C69F-FB65-41F6-B992-B5A660797033,Morgantown,Monongalia,"West Virginia",26507,"2016-12-07 18:28:31"
1761,AL,1DEAB1AA-40AA-43C1-9770-AB190CD922EA,BIRMINGHAM,Jefferson,Alabama,35243,"2020-03-30 21:56:59"
1762,FL,815BC716-AA3D-44D0-BA7F-0FCFDF2A82F2,Kissimmee,Osceola,Florida,34741,"2017-03-13 20:42:24"
1763,IN,8C0E3BD5-16D4-45E0-B6BD-08832C8CF2C4,Angola,Steuben,Indiana,46703,"2012-12-08 18:46:28"
1764,VA,960B080D-5C52-4ED6-8CCB-E4A20A93B595,Norfolk,"Norfolk city",Virginia,23510,"2016-09-21 17:19:42"
1765,WV,76D085FF-C253-4461-83B8-8A7DA9524FFF,CHARLESTON,Kanawha,"West Virginia",25311,"2016-12-07 01:41:07"
1766,FL,683D6218-134E-41B7-BBAC-E9BE72D25A01,LAKELAND,Polk,Florida,33801,"2017-03-13 20:54:19"
1767,IN,73D3A627-D2DC-4F02-8B8E-6402512064CC,"fort wayne",Allen,Indiana,46802,"2012-12-07 01:56:57"
1768,KS,B9F49081-180D-47B1-B09B-BFB1FDC6578F,Pittsburg,Crawford,Kansas,66762,"2017-01-03 23:08:10"
1769,VA,747B8A66-10AE-446D-99A7-31129554FEBD,Richmond,"Richmond city",Virginia,23225,"2016-09-21 18:09:27"
1770,WV,A2A27109-10DB-4F23-89D2-BCCB46A12843,Charleston,Kanawha,"West Virginia",25303,"2016-12-06 19:58:41"
1771,AL,9CEF273D-5073-45E4-8C14-62F09A6F39CC,Bessemer,Jefferson,Alabama,35201,"2020-03-31 15:21:36"
1772,CA,A2629F06-FA55-48D1-9486-98336BB294DE,"San Francisco","San Francisco",California,94105,"2020-09-09 22:55:05"
1773,FL,E690F9A8-61D1-488C-943D-3AB59485C807,"Maitland ",Orange,Florida,32751,"2017-03-14 09:30:38"
1774,IN,0E716F8C-58D7-43D5-B65A-9D146797E75B,Auburn,NULL,Indiana,46706,"2012-12-07 00:30:07"
1775,MS,CF6F6447-78E6-4A7E-A775-BB7B71CFA83B,Biloxi,Harrison,Mississippi,39533,"2017-01-09 21:00:44"
1776,NE,10B16A74-87B3-4E75-9FF8-AE192844E465,omaha,Dundy,Nebraska,68114,"2016-11-02 20:04:43"
1777,VA,583C2D49-2901-4DEF-A61F-266797885123,McLean,Fairfax,Virginia,22102,"2016-09-21 18:46:14"
1778,WV,1A01468D-6040-4CF8-92B6-9E61650BC463,Washington,Kanawha,"West Virginia",20001,"2016-12-06 19:38:59"
1779,AL,59CBFDC4-5779-45BB-B510-22D180358FE5,"Mountain Brook",Jefferson,Alabama,35223,"2020-03-31 18:38:00"
1780,FL,D33E1DE0-5441-4548-939D-18AB3F633F45,Newberry,Marion,Florida,32669,"2017-03-14 20:01:22"
1781,IN,1794DE3E-1AF0-401C-BEA3-46958B37E07F,"ft. wayne",Allen,Indiana,46835,"2012-12-06 01:10:58"
1782,KS,BDD1B3EE-C666-4234-B967-702D6E6EBA81,"Kansas City",Johnson,Kansas,64108,"2017-01-04 20:18:01"
1783,MS,5508B91D-1C0A-47BA-B422-BABBCC8292B4,Jackson,Hinds,Mississippi,39236,"2017-01-09 21:05:04"
1784,TX,A6290275-681C-4288-9CEF-DBE9007588F2,Katy,Harris,Texas,77450,"2017-06-12 21:47:11"
1785,WV,C5DEBD3A-1389-4CE1-AD4D-E78EB9FE9C94,Huntington,Cabell,"West Virginia",25701,"2016-12-06 19:27:48"
1786,FL,26E28C4A-F0E8-439B-B01F-1E41F176AD23,"Fort Lauderdale","Palm Beach",Florida,33314,"2017-03-14 22:31:44"
1787,IN,E6E37EDF-5B50-4EF8-BC5B-F275D89CAB89,"Fort Wayne",Allen,Indiana,46802,"2012-12-05 21:10:58"
1788,KS,9D235C5C-1C43-4C73-B3A8-E823D251121E,Leavenworth,Leavenworth,Kansas,66048,"2017-01-04 21:31:02"
1789,WV,64925FCE-CFD5-4700-AB9D-E4DC1181E114,Pittsburgh,Monongalia,"West Virginia",15222,"2016-12-06 17:49:11"
1790,WY,DF3BA6EC-C765-4EBE-BAB0-4AE24518DC78,Laramie,Laramie,Wyoming,82070,"2016-10-07 16:56:57"
1791,FL,EA34C877-BB7C-4002-A75A-FBACEF3C7C1F,Orlando,Orange,Florida,32828,"2017-03-15 13:09:37"
1792,IN,3F17FBC0-792B-4F71-99F8-CDDFEDAA7838,"Fort Wayne",Allen,Indiana,46845,"2012-12-04 19:07:25"
1793,KS,9F8F6A45-D0AB-4B75-B212-0A9E1AEB3FBB,"Prairie Village",Johnson,Kansas,66206,"2017-01-05 15:17:51"
1794,MS,DA98CEB4-B7C7-4703-BF27-FE1DF7123EF2,"Poplar Bluff",DeSoto,Mississippi,63901,"2017-01-11 05:50:08"
1795,WV,0A583DE7-EE1B-42A3-8E05-DA907D846BF8,Lewisburg,Greenbrier,"West Virginia",24101,"2016-11-08 23:28:40"
1796,WY,57CB454D-ED49-4AA1-B932-E9A0B3F023DC,Laramie,Laramie,Wyoming,82070,"2016-10-07 17:12:40"
1797,FL,5B1ED60A-A7A5-42BD-AA91-C066164176BD,PARKLAND,Broward,Florida,33067,"2017-03-15 13:10:38"
1798,IN,EFFD2CCD-5470-406B-87EE-74A27C5A8D23,Churubusco,Whitley,Indiana,46723,"2012-12-04 03:44:25"
1799,KS,A02006C9-2130-48C3-B0DE-BD7F4D447CAD,Wichita,Sedgwick,Kansas,67202,"2017-01-05 18:44:23"
1800,TX,8FB2EB08-ACF6-490D-98F9-50D6310603C4,Houston,Harris,Texas,77002,"2017-06-12 22:25:25"
1801,WV,C5F7A96A-BA84-4EFE-BE01-2247D94E25CB,Bridgeport,Harrison,"West Virginia",26330,"2016-11-06 01:22:10"
1802,FL,7580722C-2184-4BC0-92CF-2202EAAB2BA4,"Tierra Verde",Pinellas,Florida,33715,"2017-03-15 13:11:30"
1803,IN,322FE311-79F8-4732-AB16-866320FB408E,"Fort Wayne",Allen,Indiana,46802,"2012-12-04 03:16:28"
1804,TX,F2E5AF2B-5BEC-48D4-9D22-C39B5F9FF10A,"Marble Falls",Burnet,Texas,78654,"2017-06-12 22:26:22"
1805,WV,7E385848-2E95-4ABC-BDE7-5FC6FF7FA95A,Washington,Hancock,"West Virginia",20460,"2016-11-01 18:52:04"
1806,AL,EC509EBF-2C87-4D20-AC81-F8110F8E64FC,"Key west",Jefferson,Alabama,33040,"2020-03-31 21:06:22"
1807,CA,0D56102A-92FE-4707-BBDE-AC088E6E1D86,"Walnut Creek","Contra Costa",California,94596,"2020-09-10 02:53:53"
1808,FL,8A11EB1F-74F0-463C-B2AA-2C514806BA70,"Ft Lauderdale",Broward,Florida,33067,"2017-03-15 13:11:33"
1809,IN,2F354504-5669-4ACF-8B53-54BB99ECCDC5,"Fort Wayne",Allen,Indiana,46802,"2012-12-04 01:53:51"
1810,WV,389EE995-FEE1-47A9-A3C8-4E9DB3019258,Charleston,Kanawha,"West Virginia",25301,"2016-10-25 19:04:52"
1811,AL,47B5B06E-01B5-4394-BA10-FFC52107F47C,Winfield,Marion,Alabama,35594,"2020-03-31 21:12:57"
1812,CT,60C31712-0D9D-45FC-AFAD-5134639299D4,Hartford,Hartford,Connecticut,06103,"2017-02-21 17:52:10"
1813,FL,B15DC813-EC48-4493-B6B0-DFAA98045E1C,"St. Petersburg",Pinellas,Florida,33731,"2017-03-15 13:12:47"
1814,IN,AA35C48E-3E30-4FAC-818B-E42A6D92CE64,Hobart,Lake,Indiana,46342,"2012-11-29 01:20:35"
1815,NE,F3EA0D86-FC04-4103-9643-23C7F1F1ECDF,Lincoln,Lancaster,Nebraska,68508,"2016-11-04 21:17:01"
1816,NH,25BE7B59-8D18-4410-91B3-EF2484DF3A6E,Concord,Merrimack,"New Hampshire",03301,"2019-04-12 19:34:34"
1817,PA,7912C6AB-AB44-4DB3-A011-EBED021704B7,Pittston,Luzerne,Pennsylvania,18643,"2021-06-27 23:58:32"
1818,WV,798C8194-90A2-47BD-AA53-219A639B908D,Wheeling,Ohio,"West Virginia",26003,"2016-10-24 17:38:35"
1819,AL,1FE26ABC-A9C4-4222-B8A0-A593B4A3508D,Birmingham,Jefferson,Alabama,35203,"2020-03-31 21:58:43"
1820,FL,59403E14-3521-4D3A-A147-6E78E3C96EBA,Jacksonville,Duval,Florida,32202,"2017-03-15 13:13:33"
1821,IN,27B73590-F3A5-47DD-A226-B7CD58751722,Indianapolis,Marion,Indiana,46256,"2012-11-21 05:23:19"
1822,VA,A34BF5B8-7B51-4A04-8F2D-36CE4313CC18,Alexandria,"Alexandria city",Virginia,22314,"2016-09-22 16:07:36"
1823,WV,BAC75858-0BF2-4809-A3DE-C202879081BC,"Bridgeport ",Harrison,"West Virginia",26330,"2016-10-18 22:22:20"
1824,AL,753CC43F-0D0B-4EB3-9DFA-3C160E02C36E,Mobile,Mobile,Alabama,36633,"2020-04-02 18:49:07"
1825,FL,3A53657F-E02A-4CE5-BD8B-D737B9028DFD,"Bonita Springs",Lee,Florida,34134,"2017-03-15 13:14:40"
1826,PA,17B82A41-6978-45B1-A259-01435281561C,McMurray,Washington,Pennsylvania,15317,"2021-06-28 02:14:07"
1827,WV,BF7722DA-5B2B-4B74-AE78-6868DDC0C6D7,"Bridgeport ",Harrison,"West Virginia",26330,"2016-10-18 22:20:15"
1828,AL,FA34D86B-A790-4D58-ADC1-4EAB73517781,Mobile,Mobile,Alabama,36602,"2020-04-02 21:30:15"
1829,FL,17FD7F40-F582-47A2-A93F-DE38D510B015,"Lighthouse Point",Broward,Florida,33064,"2017-03-15 13:15:30"
1830,KS,88383F1F-A0B3-4936-84B9-352A92A7BDCE,Wichita,Sedgwick,Kansas,67226,"2017-01-11 16:58:00"
1831,TX,FD1C2346-84B0-433E-AD1F-91DD37018D2D,Houston,Harris,Texas,77042,"2017-06-12 22:38:13"
1832,WV,40B5FC6D-E012-483B-8FB7-3A72DEA11FB5,Logan,Logan,"West Virginia",25601,"2016-10-07 20:11:13"
1833,FL,7D7B7CF2-A346-470F-BA37-4BE09746A7D4,Orlando,Orange,Florida,32839,"2017-03-15 13:15:43"
1834,KS,B0E02E98-DC93-4166-9DF2-B14E05A3E1A7,"Overland Park",Johnson,Kansas,66211,"2017-01-11 18:34:20"
1835,WV,B82A49EA-EDE1-4291-8AF4-AFD9B5458A0C,Charleston,Kanawha,"West Virginia",25309,"2016-10-04 17:11:49"
1836,FL,B89540C5-5819-4E5C-B09F-9889DF8614F1,Miami,Miami-Dade,Florida,33131,"2017-03-15 13:15:48"
1837,OK,EDBF1B28-C822-42A9-87AE-9AEC88C4EE4F,"oklahoma city",Oklahoma,Oklahoma,73102,"2016-09-01 13:06:39"
1838,WV,6BCD1871-659B-4DF3-A969-30ED1350A369,Charleston,Kanawha,"West Virginia",25301,"2016-10-04 16:48:56"
1839,FL,94EF8343-05F7-4B48-A38D-8C10530ADEF4,"Fort Pierce","St. Lucie",Florida,34950,"2017-03-15 13:15:50"
1840,FL,69041726-8B2B-48CE-AE14-22C1211508C3,DeLand,Volusia,Florida,32721,"2017-03-15 13:16:24"
1841,WV,C62F8FE8-A893-409B-A840-DAE98AF1164A,Charleston,Kanawha,"West Virginia",25311,"2016-09-06 22:54:09"
1842,FL,A1095064-1341-4E04-B94C-3254657A7602,Davie,Broward,Florida,33324,"2017-03-15 13:16:56"
1843,KS,F0B1E749-5E71-4ED5-907C-4B78627613A0,Olathe,Johnson,Kansas,66061,"2017-01-12 17:02:34"
1844,MA,9FA8C2F7-5A15-43B4-A739-66DC8BDB81CD,Boston,Norfolk,Massachusetts,02110,"2016-11-22 14:44:43"
1845,WV,AA9C7C77-1186-4D73-8D33-65439B642E31,Martinsburg,Berkeley,"West Virginia",25401,"2016-09-06 18:31:39"
1846,FL,2E910E4A-99AC-4EC8-8081-40833CBC4F56,Clearwater,Pinellas,Florida,33761,"2017-03-15 13:19:02"
1847,KS,D5E9ACE1-62F7-4DEC-9119-1F6486D09F8C,Topeka,Shawnee,Kansas,66614,"2017-01-12 17:08:41"
1848,LA,55B3A193-C961-4B54-B41E-97D454AE3432,"New Orleans","Orleans Parish",Louisiana,70112,"2016-11-08 16:52:32"
1849,WV,60098A7E-7702-47EA-B5DF-7B2B359119F2,"Wheeling ",Ohio,"West Virginia",26003,"2016-09-06 15:55:04"
1850,AL,C61D078B-F206-4867-AFF9-5DEE7434695E,"Long Beach",Montgomery,Alabama,39560,"2020-04-03 20:03:52"
1851,FL,74EB2751-53E4-42E2-A067-67FEA6B027AC,"Fort Myers",Lee,Florida,33901,"2017-03-15 13:19:25"
1852,KS,50FE6BA4-4417-4990-8896-6A337C1C2781,Topeka,Shawnee,Kansas,66615,"2017-01-12 22:41:37"
1853,MD,C3F49505-6A0E-4BA1-B407-1FA43E291048,Baltimore,"Baltimore city",Maryland,21202,"2016-11-21 15:18:14"
1854,OK,E3385A68-F757-4AC8-AC5C-1DAF51F32B38,Tulsa,Tulsa,Oklahoma,74119,"2016-09-01 15:39:19"
1855,WV,B0241B8F-3D6F-4539-A5E7-5E8145918A44,"Wheeling ",Ohio,"West Virginia",26003,"2016-09-06 15:31:55"
1856,FL,3E793077-B1B5-4D48-A620-F8CBEE3EFA4A,Orlando,Orange,Florida,32801,"2017-03-15 13:21:26"
1857,ME,2AAEF6E5-7790-4E37-B5C3-374B47CD4E6E,Portland,Cumberland,Maine,04101,"2017-08-23 14:07:56"
1858,MS,E1ACF53B-DD16-45F9-B979-50CB1B2A21D8,Madison,Madison,Mississippi,39110,"2017-01-17 21:11:22"
1859,NY,2533DC26-571D-4134-B121-BCDFBCD5AB88,"Great Neck",Queens,"New York",11021,"2016-10-06 19:34:52"
1860,US,9F4A9A75-AE1F-4ACA-B8EA-10779ADCD080,Lakeland,Florida,"ABA Federal",33803,"2021-03-02 19:37:12"
1861,WV,DC9847F3-8B00-4A64-90E2-A586878CA544,Inwood,Berkeley,"West Virginia",25428,"2016-08-10 20:00:50"
1862,FL,466194E7-D1EC-4A22-B0EA-98EC1E1FEDE5,Orlando,Orange,Florida,32803,"2017-03-15 13:22:09"
1863,OK,FA781B84-9649-4668-829B-6A49355DFC8B,Tulsa,Tulsa,Oklahoma,74103,"2016-09-01 17:13:44"
1864,PA,97FA1DAB-1BAD-4C56-8C2E-DE0A911703C5,"Huntingdon Valley",Montgomery,Pennsylvania,19006,"2021-06-28 16:01:40"
1865,TX,068896D1-E17D-4A88-B17C-7447AEE6F27B,Austin,Travis,Texas,78702,"2017-06-13 00:06:23"
1866,WV,920DB99B-6E92-46C2-A023-3D19403BE2B3,CHARLESTON,Kanawha,"West Virginia",25362,"2016-08-10 16:58:59"
1867,FL,966BD8CA-6C98-40BC-8E40-933E112D92E1,"Ellenton ",Manatee,Florida,34222,"2017-03-15 13:23:53"
1868,LA,E9FE24DC-CFF7-4323-BD78-2A3BB9719CDC,Luling,"St. Charles Parish",Louisiana,70070,"2016-11-09 20:33:05"
1869,VA,8DAA8FB3-52D7-419A-B103-FCB2E8CBF981,Roanoke,"Roanoke city",Virginia,24011,"2016-09-23 15:28:00"
1870,WV,BBC01F9E-502E-468C-9893-7108FBF859E5,Dellslow,Monongalia,"West Virginia",26531,"2016-08-09 18:25:41"
1871,FL,C4F31B7F-5373-49CE-9C5C-57E3ED983450,Tampa,Hillsborough,Florida,33602,"2017-03-15 13:24:01"
1872,NE,7E190BC8-E236-4DD8-85E0-74D6D3069360,Omaha,Douglas,Nebraska,68114,"2016-11-07 19:31:46"
1873,WV,4C40A2C7-FF97-447B-A862-6CB866A0041D,Marlinton,Pocahontas,"West Virginia",24954,"2016-08-09 18:22:50"
1874,FL,1AC9716E-6271-4D67-998C-735DB2DA4FC4,Greenacres,"Palm Beach",Florida,33413,"2017-03-15 13:24:09"
1875,HI,2F41C7CB-B2CB-499B-A7E7-FDC3A1040F75,Honolulu,Honolulu,Hawaii,96813,"2016-11-17 20:31:48"
1876,NE,4707C741-C9F0-4316-9453-27B3A3B847F7,Omaha,Douglas,Nebraska,68178,"2016-11-07 22:23:04"
1877,TX,9E36966B-88DD-4F82-AB19-603C53306447,"Marble Falls",Burnet,Texas,78654,"2017-06-13 01:27:45"
1878,WV,05D1BB79-E337-4C90-8B85-93BD3658321C,Charleston,Kanawha,"West Virginia",25314,"2016-08-09 18:10:17"
1879,FL,8385A9D8-70BF-4DA2-A108-DADA28B6351A,"Fort Lauderdale",Broward,Florida,33316,"2017-03-15 13:25:46"
1880,KS,CCC8DFD7-FF12-43CD-9D92-3F9CF10782E3,Wichita,Sedgwick,Kansas,67202,"2017-01-19 19:20:45"
1881,WV,EEE94A67-B811-42BA-B106-0D890BDDA4A2,Martinsburg,Berkeley,"West Virginia",25401,"2016-08-09 17:47:23"
1882,AL,5BE1EBFF-BFF8-4699-B164-42115F218589,Mobile,Mobile,Alabama,36602,"2020-04-04 12:22:34"
1883,FL,81F2898C-E84D-4057-90BF-81755A43A267,"Summerland Key",Monroe,Florida,33042,"2017-03-15 13:27:33"
1884,HI,B6DE8AF2-BF78-4D53-81F7-AE45DE9BB4F6,Honolulu,Honolulu,Hawaii,96813,"2016-11-17 22:57:49"
1885,KS,C4FECB14-BF6D-42EF-95D2-BF8877CF997D,"Overland Park",Johnson,Kansas,66212,"2017-01-19 21:53:23"
1886,LA,96692DC0-2CF3-4E94-B810-A5B0DF458CD6,"New Orleans","Orleans Parish",Louisiana,70112,"2016-11-10 16:27:40"
1887,MA,E9EC2911-250B-4550-BD4A-12788E046558,Boston,Suffolk,Massachusetts,02110,"2016-11-22 16:49:42"
1888,FL,869C1788-B076-4E84-9892-70075EDE18DD,"Altamonte Springs ",Orange,Florida,32714,"2017-03-15 13:28:05"
1889,WV,21DE55CB-28B0-4361-BE83-3823DFAD7F94,Morgantown,Monongalia,"West Virginia",26505,"2016-08-09 17:08:54"
1890,FL,BAF54F4E-CE30-4B2D-B74F-587FBE3BA997,Miami,Miami-Dade,Florida,33131,"2017-03-15 13:30:54"
1891,HI,BE5CB8FD-C6F5-4AD3-8D84-4370727590EB,Honolulu,Honolulu,Hawaii,96813,"2016-11-17 23:56:32"
1892,US,B8E7DB31-69EC-4623-B396-DD1D4128AD90,Henderson,Nevada,"ABA Federal",89014,"2021-03-03 22:59:13"
1893,WV,98EE9EB0-9219-4BB3-9114-CEE147B5FEB5,Charleston,Kanawha,"West Virginia",25306,"2016-08-09 16:37:30"
1894,CA,DE99DBBF-5E1B-42B7-89A7-7D5C387ECB83,"Palo Alto","Santa Clara",California,94304,"2020-09-11 00:43:04"
1895,FL,5E0CA48D-3815-46CC-ADD5-779201195D30,Clearwater,Pinellas,Florida,33764,"2017-03-15 13:31:01"
1896,PA,0E9B8C12-6760-445E-AAD1-674D8720ADDF,Harrisburg,Dauphin,Pennsylvania,17101,"2021-06-28 19:34:11"
1897,WV,94F523AD-C0CB-4642-8E47-46A82C56EA69,CHARLESTON,Kanawha,"West Virginia",25301,"2016-08-09 15:35:27"
